oracle,iters,attributes,domain,measurements,records,temperature,epsilon,seed,learning_rate,skiperror,time,error_in,error_out,baseline_in,dist_noisy
pairwise,10000,8,4,30,10000,3.0,1.0,2457026461,,False,864.3792803287506,0.0482125041898373,0.502914843794474,0.095420610156183,0.0740240705472057
pairwise,10000,8,4,25,10000,3.0,1.0,2643031147,,False,732.4696061611176,0.0175240397943121,0.0350187916197961,0.0823876613195658,0.0796380296172476
pairwise,10000,8,4,35,10000,3.0,1.0,2457026461,,False,1011.6588883399965,0.0553608086478606,0.510661528412386,0.1111109221485925,0.0866594989334134
pairwise,10000,8,4,30,10000,3.0,1.0,2643031147,,False,884.7637329101562,0.0207511722090268,0.0413498086654106,0.0984005873004332,0.0947432079686401
pairwise,10000,8,4,40,10000,3.0,1.0,2457026461,,False,1174.2475192546844,0.0607814178866937,0.4828634793093192,0.1269115614179768,0.1013610912697758
pairwise,10000,8,4,35,10000,3.0,1.0,2643031147,,False,1039.135241985321,0.0233161448559603,0.044030732423706,0.113224729496267,0.1095520368052083
pairwise,10000,8,4,1,10000,3.0,1.0,2094276510,,False,38.754549741745,0.0026784664965371,0.6733210562139829,0.0035549553310861,0.0016762354607695
pairwise,10000,8,4,45,10000,3.0,1.0,2457026461,,False,1314.0952367782593,0.0681194898770706,0.4930988410061973,0.1437019126240726,0.1135612921302044
pairwise,10000,8,4,2,10000,3.0,1.0,2094276510,,False,68.61148405075073,0.0051967899944289,0.5518596051197119,0.0076827472206116,0.0040244160659463
pairwise,10000,8,4,40,10000,3.0,1.0,2643031147,,False,1183.5757176876068,0.0254050133679508,0.0436680725016023,0.1293214501491436,0.1255009471506471
pairwise,10000,8,4,50,10000,3.0,1.0,2457026461,,False,1444.269179105759,0.0744951397735948,0.477255889330672,0.1598551703710365,0.1247009991984526
pairwise,10000,8,4,3,10000,3.0,1.0,2094276510,,False,99.25970125198364,0.0075983504925393,0.4198088023884588,0.0117614280396591,0.0064111970296998
pairwise,10000,8,4,4,10000,3.0,1.0,2094276510,,False,129.39938378334045,0.0095857662861239,0.2425413825330772,0.0153906311633028,0.0090022612898904
pairwise,10000,8,4,45,10000,3.0,1.0,2643031147,,False,1319.2666008472445,0.028208578591797,0.0464820709068507,0.1443038294057421,0.1412347076157928
pairwise,10000,8,4,5,10000,3.0,1.0,2094276510,,False,159.0839400291443,0.0109405471846378,0.2451441119150212,0.0186232095576832,0.0122223075293565
pairwise,10000,8,4,55,10000,3.0,1.0,2457026461,,False,1658.317404270172,0.0791185869185094,0.4848743907229585,0.1745744695889902,0.137568861221936
pairwise,10000,8,4,6,10000,3.0,1.0,2094276510,,False,186.20946335792544,0.0124434199453564,0.2485564154299585,0.0223325003505972,0.0155575678248309
pairwise,10000,8,4,50,10000,3.0,1.0,2643031147,,False,1508.5376415252686,0.0304641611019232,0.0456353553344317,0.1606089715284576,0.1578382462991022
pairwise,10000,8,4,7,10000,3.0,1.0,2094276510,,False,210.75585055351257,0.0135852732312894,0.2530661045271277,0.0256865217113424,0.0183598148812718
pairwise,10000,8,4,8,10000,3.0,1.0,2094276510,,False,244.2522394657135,0.0147929807732261,0.1315161134568541,0.0288705005970916,0.0208053699963927
pairwise,10000,8,4,55,10000,3.0,1.0,2643031147,,False,1637.36985373497,0.0323551679986217,0.0363666629829442,0.1769243661236564,0.1762611924135013
pairwise,10000,8,4,9,10000,3.0,1.0,2094276510,,False,285.6395938396454,0.016689631109251,0.1328887753479999,0.0328161055131986,0.0244653047952354
pairwise,10000,8,4,10,10000,3.0,1.0,2094276510,,False,310.49678587913513,0.0187969475511544,0.1364528126689426,0.0366246562527205,0.0277587299341348
pairwise,10000,8,4,11,10000,3.0,1.0,2094276510,,False,332.2106442451477,0.0206019694041315,0.1390406762610486,0.0398009484890874,0.0297756112258059
pairwise,10000,8,4,12,10000,3.0,1.0,2094276510,,False,362.3268229961395,0.0216593199292657,0.1411600445088882,0.0421603482027216,0.0318876246336792
pairwise,10000,8,4,13,10000,3.0,1.0,2094276510,,False,394.2811448574066,0.0232468915197773,0.1445928014885283,0.0455142763971892,0.0345396594484261
approx2,10000,8,4,12,10000,3.0,1.0,2457026461,,False,2605.7077236175537,0.0196765629283207,0.106255866052355,0.0385970492491098,0.0319060859505786
approx2,10000,8,4,5,10000,3.0,1.0,2457026461,,False,2637.5846292972565,0.0095788694779555,0.3041762352834337,0.0162893707956375,0.0129335818913873
approx2,10000,8,4,5,10000,3.0,1.0,2643031147,,False,2639.7943148612976,0.0058327444628955,0.3503140933199697,0.0164302896008402,0.0166679771744596
approx2,10000,8,4,10,10000,3.0,1.0,2457026461,,False,2656.1521224975586,0.0173178212278595,0.1008100877350419,0.0319379824178194,0.0258689266019979
pairwise,10000,8,4,14,10000,3.0,1.0,2094276510,,False,422.50652718544006,0.0246058238316982,0.1424274448857422,0.0495056563069358,0.037775699696042
approx2,10000,8,4,7,10000,3.0,1.0,2457026461,,False,2679.3257479667664,0.0129212318222179,0.1278946456373879,0.0224685511031667,0.0173795099434653
approx2,10000,8,4,3,10000,3.0,1.0,2457026461,,False,2686.016734361649,0.0066860218990052,0.4455321221603767,0.0091778404759066,0.0073513490119386
approx2,10000,8,4,9,10000,3.0,1.0,2457026461,,False,2683.679850101471,0.0154051026727459,0.0994884563054934,0.0285272784802792,0.0230475040372304
approx2,10000,8,4,11,10000,3.0,1.0,2457026461,,False,2684.6294293403625,0.0185047693691539,0.1034468851937554,0.0349973797236213,0.0285007767869047
approx2,10000,8,4,6,10000,3.0,1.0,2643031147,,False,2676.3050129413605,0.0167427174062034,0.0932834146898869,0.0200259566649161,0.0325746301674024
approx2,10000,8,4,15,10000,3.0,1.0,2457026461,,False,2692.5150258541107,0.0233759425405716,0.1066263926084637,0.0475562150044215,0.0394139724225775
